2025-01-24 10:28:04,Seattle,19\u00baC
2025-01-24 10:28:05,Seattle,25\u00baC
2025-01-24 10:28:06,Los Angeles,28\u00baC
2025-01-24 10:28:07,Los Angeles,29\u00baC
2025-01-24 10:28:08,Los Angeles,21\u00baC
2025-01-24 10:28:09,San Francisco,30\u00baC
2025-01-24 10:29:48,Chicago,23\u00baC
2025-01-24 10:29:49,Los Angeles,32\u00baC
2025-01-24 10:29:50,Los Angeles,28\u00baC
2025-01-24 10:29:51,Los Angeles,19\u00baC
2025-01-24 10:29:52,Chicago,28\u00baC
2025-01-24 10:29:53,New York,25\u00baC
2025-01-24 10:29:54,New York,25\u00baC
2025-01-24 10:29:55,Chicago,18\u00baC
2025-01-24 10:29:56,Chicago,30\u00baC
2025-01-24 10:29:57,New York,21\u00baC
2025-01-24 10:52:40,Seattle,24\u00baC
2025-01-24 10:52:41,San Francisco,31\u00baC
2025-01-24 10:52:42,San Francisco,30\u00baC
2025-01-24 10:52:43,San Francisco,18\u00baC
2025-01-24 10:52:44,San Francisco,28\u00baC
2025-01-24 10:52:45,Los Angeles,26\u00baC
2025-01-24 10:52:46,San Francisco,25\u00baC
2025-01-24 10:52:47,Los Angeles,23\u00baC
2025-01-24 10:52:48,San Francisco,27\u00baC
2025-01-24 10:52:49,Seattle,24\u00baC
2025-01-24 10:58:48,San Francisco,21\u00baC
2025-01-24 10:58:49,San Francisco,26\u00baC
2025-01-24 10:58:50,Seattle,25\u00baC
2025-01-24 10:58:51,Los Angeles,28\u00baC
2025-01-24 10:58:52,Seattle,27\u00baC
2025-01-24 10:58:53,San Francisco,18\u00baC
2025-01-24 10:58:54,San Francisco,19\u00baC
2025-01-24 10:58:55,San Francisco,18\u00baC
2025-01-24 10:58:56,Seattle,21\u00baC
2025-01-24 10:58:57,San Francisco,31\u00baC
2025-01-24 11:02:35,new york,19\u00baC
2025-01-24 11:02:36,new york,19\u00baC
2025-01-24 11:02:37,new york,28\u00baC
2025-01-24 11:02:38,new york,29\u00baC
2025-01-24 11:02:39,new york,19\u00baC
2025-01-24 11:02:40,new york,19\u00baC
2025-01-24 11:02:41,new york,27\u00baC
2025-01-24 11:02:42,new york,19\u00baC
2025-01-24 11:02:43,new york,23\u00baC
2025-01-24 11:02:44,new york,30\u00baC
2025-01-24 11:03:33,Rio de Janeiro, Tokyo,28\u00baC
2025-01-24 11:03:34,Berlin,32\u00baC
2025-01-24 11:03:35,Berlin,25\u00baC
2025-01-24 11:03:36,Rio de Janeiro, Tokyo,30\u00baC
2025-01-24 11:03:37,Rio de Janeiro, Tokyo,26\u00baC
2025-01-24 11:03:38,Rio de Janeiro, Tokyo,19\u00baC
2025-01-24 11:03:39,Berlin,20\u00baC
2025-01-24 11:03:40,Berlin,32\u00baC
2025-01-24 11:03:41,Rio de Janeiro, Tokyo,25\u00baC
2025-01-24 11:03:42,Berlin,18\u00baC
2025-01-24 11:04:20,Kathmandu,28\u00baC
2025-01-24 11:04:21,San Francisco,24\u00baC
2025-01-24 11:04:22,Kathmandu,27\u00baC
2025-01-24 11:04:23,Kathmandu,26\u00baC
2025-01-24 11:04:24,New York,19\u00baC
2025-01-24 11:04:25,New York,31\u00baC
2025-01-24 11:04:26,San Francisco,22\u00baC
2025-01-24 11:04:27,Kathmandu,19\u00baC
2025-01-24 11:04:28,Los Angeles,30\u00baC
2025-01-24 11:04:28,San Francisco,24\u00baC
2025-01-24 11:04:29,Denver,27\u00baC
2025-01-24 11:04:29,New York,24\u00baC
2025-01-24 11:04:30,Denver,18\u00baC
2025-01-24 11:04:31,Denver,29\u00baC
2025-01-24 11:04:32,Los Angeles,21\u00baC
2025-01-24 11:04:33,Los Angeles,31\u00baC
2025-01-24 11:04:34,Los Angeles,20\u00baC
2025-01-24 11:04:35,Los Angeles,30\u00baC
2025-01-24 11:04:36,Los Angeles,23\u00baC
2025-01-24 11:04:37,Denver,18\u00baC
2025-01-24 11:06:27,Kathmandu,23\u00baC
2025-01-24 11:06:28,San Francisco,18\u00baC
2025-01-24 11:06:29,New York,32\u00baC
2025-01-24 11:06:30,Kathmandu,20\u00baC
2025-01-24 11:06:31,San Francisco,29\u00baC
2025-01-24 11:06:32,San Francisco,25\u00baC
2025-01-24 11:06:33,San Francisco,24\u00baC
2025-01-24 11:06:34,San Francisco,25\u00baC
2025-01-24 11:06:35,Kathmandu,27\u00baC
2025-01-24 11:06:36,San Francisco,28\u00baC
